lemma,bridge_rank,pos,,
araneus,11694,Noun,,
noverca,2723,Noun,,
dens,1156,Noun,,
silex,4054,Noun,,
comedo,3108,Verb,,
pulchre,4696,Adverb,,
concoquo,6619,Verb,,
ruina,1525,Noun,,
atqui,1897,Conjunction,,
sudor,2609,Noun,,
saliva,6882,Noun,,
mucus,14166,Noun,,
pituita,11106,Noun,,
mundities,14166,Noun,,
culus,5531,Noun,,
purus,1115,Adjective,,
salillum,15606,Noun,,
decies,5294,Number,,
caco,7285,Verb,,
faba,4488,Noun,,
lapillus,5593,Noun,,
tero,1636,Verb,,
frico,6414,Verb,,
inquino,4092,Verb,,
sperno,1358,Verb,,
parvum,5850,Noun,,
sestertium,2251,Noun,,
precor,707,Verb,,
flosculus,10193,Noun,,
iuventius,8216,Noun,,
posthac,2832,Adverb,,
midas,7285,Noun,,
qui,1957,Adverb,,
quamlibet,5379,Adverb,,
elevo,5675,Verb,,
thallus,7010,Noun,,
medulla,3108,Noun,,
imulus,15606,Adjective,,
auricula,5531,Noun,,
araneosus,15606,Adjective,,
turbidus,2328,Adjective,,
rapax,4242,Adjective,,
procella,2626,Noun,,
diva,2676,Noun,,
mulierarius,13204,Adjective,,
oscito,8421,Verb,,
pallium,3166,Noun,,
involo,8017,Verb,,
catagraphus,15606,Adjective,,
thÿnus,13204,Adjective,,
avitus,3308,Adjective,,
unguis,2010,Noun,,
reglutino,15606,Verb,,
laneus,9184,Adjective,,
latusculum,14166,Noun,,
inuro,5294,Verb,,
flagellum,3625,Noun,,
conscribillo,15606,Verb,,
minutus,3366,Adjective,,
vesanio,15606,Verb,,
villula,8659,Noun,,
auster,2319,Noun,,
flatus,3055,Noun,,
favonius,6116,Noun,,
boreas,5458,Noun,,
ap(h)eliotes,14166,Noun,,
pestilens,5850,Adjective,,
minister,2206,Noun,,
vetulus,4585,Adjective,,
falernum,5850,Noun,,
ingero,2609,Verb,,
calix,3422,Noun,,
postumius,11106,Adjective,,
magistra,4286,Noun,,
acinus,11106,Noun,,
ebriosus,9184,Adjective,,
lympha,3254,Noun,,
migro,3983,Verb,,
thyonianus,15606,Noun,,
sarcinula,8659,Noun,,
vappa,9796,Noun,,
ecquisnam,10193,Pronoun,,
lucellum,8902,Noun,,
expendo,3889,Verb,,
memmius,5231,Noun,,
lentus,1317,Adjective,,
verpa,14166,Noun,,
farcio,7452,Verb,,
dea,543,Noun,,
opprobrium,6216,Noun,,
romulus,2231,Noun,,
remus,3286,Noun,,
impudicus,4201,Adjective,,
vorax,7620,Adjective,,
aleo,12372,Noun,,
mamurra,10193,Noun,,
superfluo,8659,Verb,,
perambulo,7620,Verb,,
albulus,15606,Adjective,,
columbus,8902,Noun,,
adoneus,15606,Noun,,
unicus,1608,Adjective,,
occidens,4120,Adjective,,
diffututus,15606,Verb,,
mentula,2994,Noun,,
ducenties,10611,Number,,
trecenties,10193,Number,,
expatro,15606,Verb,,
elluor,12372,Verb,,
paternus,1393,Adjective,,
lancino,10611,Verb,,
amnis,854,Noun,,
aurifer,7129,Adjective,,
tagus,5531,Noun,,
foveo,1642,Verb,,
patrimonium,2524,Noun,,
alfenus,5946,Noun,,
immemor,2754,Adjective,,
miseret,4814,Verb,,
amiculus,12372,Noun,,
perfidus,2663,Adjective,,
fallax,2121,Adjective,,
caelicola,5593,Noun,,
eheu,4696,Interjection,,
irritus,2187,Adjective,,
nebula,3166,Noun,,
aerius,3852,Adjective,,
postmodo,6216,Adverb,,
sirmio,12372,Noun,,
liqueo,4120,Verb,,
stagnum,2609,Noun,,
neptunus,2626,Noun,,
inviso,4981,Verb,,
thÿnia,15606,Noun,,
bithynius,5038,Adjective,,
linquo,1574,Verb,,
tutum,5675,Noun,,
repono,1918,Verb,,
fessus,1260,Adjective,,
lar,1830,Noun,,
salveo,2863,Verb,,
lydius,6882,Adjective,,
ipsitilla,15606,Noun,,
meridio,14166,Verb,,
obsero,7010,Verb,,
tabella,2029,Noun,,
fututio,14166,Noun,,
prandeo,5946,Verb,,
pertundo,5946,Verb,,
tunica,1742,Noun,,
fur,1558,Noun,,
balnearius,14166,Adjective,,
vibennius,14166,Noun,,
exilium,1374,Noun,,
natis,6414,Noun,,
vendito,5946,Verb,,
diana,2018,Noun,,
latonius,8017,Adjective,,
progenies,3501,Noun,,
delius,6740,Adjective,,
oliva,4054,Noun,,
vireo,2537,Verb,,
sonans,6882,Adjective,,
lucina,5758,Noun,,
puerpera,9796,Noun,,
trivia,5593,Noun,,
nothus,9184,Adjective,,
menstruus,7827,Adjective,,
rusticus,1491,Adjective,,
agricola,2430,Noun,,
sospito,14166,Verb,,
caecilius,3477,Noun,,
papyrus,7620,Noun,,
verona,6619,Noun,,
comum,12372,Noun,,
voro,5294,Verb,,
milies,4918,Number,,
incoho,6116,Verb,,
dindymus,7010,Noun,,
edo,1701,Verb,,
sapphicus,14166,Adjective,,
musa,962,Noun,,
annalis,5458,Noun,,
volusius,7129,Noun,,
vibro,3009,Verb,,
iambus,7129,Noun,,
scripta,2510,Noun,,
tardipes,15606,Adjective,,
infelix,1094,Adjective,,
ustulo,12372,Verb,,
divus,1476,Noun,,
pontus,1491,Noun,,
idalium,9796,Noun,,
urii,15606,Noun,,
ancon,14166,Noun,,
cnidus,10193,Noun,,
harundinosus,15606,Adjective,,
amathus,13204,Noun,,
golgi,12372,Noun,,
durrachium,5593,Noun,,
hadria,8659,Noun,,
taberna,2343,Noun,,
infacetiae,15606,Noun,,
salax,7285,Adjective,,
contubernalis,4537,Noun,,
pilleatus,9184,Adjective,,
pila,6882,Noun,,
confutuo,15606,Verb,,
hircus,5850,Noun,,
sedeo,487,Verb,,
sessor,10611,Noun,,
sopitio,15606,Noun,,
istic,3679,Adverb,,
pusillus,3393,Adjective,,
semitarius,15606,Adjective,,
capillatus,7620,Adjective,,
cuniculosus,15606,Adjective,,
celtiberia,10193,Noun,,
egnatius,7620,Noun,,
opacus,2994,Adjective,,
barba,2577,Noun,,
defrico,9796,Verb,,
urina,8216,Noun,,
cornificius,9796,Noun,,
mehercule,2206,Interjection,,
solor,3590,Verb,,
allocutio,10193,Noun,,
simonideus,15606,Adjective,,
renideo,5231,Verb,,
reus,733,Noun,,
subsellium,4371,Noun,,
rogus,2154,Noun,,
orbus,2898,Adjective,,
tiburs,7285,Adjective,,
pinguis,1712,Adjective,,
umber,8017,Adjective,,
obesus,7620,Adjective,,
etruscus,3656,Adjective,,
lanuvinus,11106,Adjective,,
ater,1307,Adjective,,
dentatus,11106,Adjective,,
transpadanus,9485,Adjective,,
mei,3455,Pronoun,,
puriter,10193,Adverb,,
celitber,11694,Adjective,,
mingo,8659,Verb,,
russus,9485,Adjective,,
pumico,11694,Verb,,
gingiva,10611,Noun,,
expolio,15606,Adjective,,
lotium,8216,Noun,,
ravidus,14166,Noun,,
rixa,3917,Noun,,
qualubet,8902,Adverb,,
ameana,15606,Noun,,
defututus,15606,Verb,,
turpiculus,15606,Adjective,,
decoctor,9796,Noun,,
amica,2091,Noun,,
formianus,9184,Adjective,,
medicus,1270,Noun,,
imaginosus,15606,Adjective,,
quotquot,8659,Pronoun,,
moecha,7010,Noun,,
pugillarius,11106,Noun,,
reflagito,11106,Verb,,
incedo,1672,Verb,,
mimice,15606,Adverb,,
catulus,4325,Noun,,
gallicanus,10193,Adjective,,
codicillus,3755,Noun,,
lupanar,6882,Noun,,
rubor,3308,Noun,,
canis,831,Noun,,
probus,2173,Adjective,,
insapiens,15606,Adjective,,
autumo,6740,Verb,,
pignus,1672,Noun,,
suburbanus,4918,Adjective,,
villa,1127,Noun,,
tussis,6116,Noun,,
inmerens,8216,Adjective,,
venter,1598,Noun,,
sestianus,14166,Adjective,,
conviva,2377,Noun,,
antius,8017,Noun,,
petitor,6312,Noun,,
pestilentia,5675,Noun,,
gravedo,9796,Noun,,
quasso,3962,Verb,,
recurvo,12372,Verb,,
urtica,9796,Noun,,
grates,3081,Noun,,
sestius,3962,Adjective,,
acme,8659,Noun,,
septimius,6882,Noun,,
adsidue,4242,Adverb,,
libya,2601,Noun,,
india,3819,Noun,,
caesius,11106,Adjective,,
obvius,1555,Adjective,,
leo,1115,Noun,,
sternuo,10611,Verb,,
approbatio,9485,Noun,,
reflecto,5675,Verb,,
purpureus,2018,Adjective,,
septimillus,15606,Noun,,
auspicium,2006,Noun,,
mutuus,1759,Adjective,,
syria,1742,Noun,,
auspicatus,11106,Adjective,,
egelidus,11694,Adjective,,
tepor,6032,Noun,,
aequinoctialis,10193,Adjective,,
zephyrus,2706,Noun,,
silesco,13204,Verb,,
phrygius,2510,Adjective,,
nicaea,8902,Noun,,
asia,998,Noun,,
praetrepido,15606,Verb,,
aveo,4120,Verb,,
vigesco,12372,Verb,,
coitus,2048,Noun,,
porcius,9796,Adjective,,
socration,15606,Noun,,
scabies,6740,Noun,,
verpus,10193,Noun,,
priapus,3917,Noun,,
convivium,1222,Noun,,
lautus,4325,Adjective,,
trivium,6312,Noun,,
vocatio,12372,Noun,,
arista,4242,Noun,,
osculatio,14166,Noun,,
nepos,1227,Noun,,
licinius,4242,Noun,,
illinc,2343,Adverb,,
somnus,583,Noun,,
indomitus,2847,Adjective,,
semimortuus,13204,Adjective,,
lectulus,3422,Noun,,
audax,1363,Adjective,,
despuo,8902,Verb,,
nemesis,8902,Noun,,
vehemens,2079,Adjective,,
aspicio,608,Verb,,
torpeo,3983,Verb,,
artus,1307,Noun,,
demano,13204,Verb,,
tintino,14166,Verb,,
geminus,1122,Adjective,,
nimium,1206,Adverb,,
gestio,4869,Verb,,
emorior,6312,Verb,,
sella,3055,Noun,,
curulis,4371,Adjective,,
struma,13204,Noun,,
nonius,9796,Noun,,
peiero,6414,Verb,,
vatinius,4869,Noun,,
mirifice,8017,Adverb,,
crimen,346,Noun,,
salaputium,15606,Noun,,
otho,1870,Noun,,
oppido,5458,Adverb,,
hirrus,15606,Noun,,
semilautus,15606,Adjective,,
subtilis,3176,Adjective,,
peditum,15606,Noun,,
libo,5593,Noun,,
sufficius,17604,Noun,,
recoquo,10193,Verb,,
circus,3133,Noun,,
sacro,3254,Verb,,
magnus,4242,Noun,,
ambulatio,7620,Noun,,
femella,15606,Noun,,
serenus,2219,Adjective,,
camerius,12372,Noun,,
recludo,4016,Verb,,
en,1442,Interjection,,
roseus,3219,Adjective,,
papilla,4405,Noun,,
hercules,813,Noun,,
fastus,4488,Noun,,
lacteolus,13204,Adjective,,
verbosus,7620,Adjective,,
loquela,6512,Noun,,
palatum,5231,Noun,,
particeps,3393,Adjective,,
ridiculus,3366,Adjective,,
cato,1144,Noun,,
pupulus,14166,Noun,,
truso,15606,Verb,,
dione,7620,Noun,,
protelum,13204,Noun,,
rigida,15606,Noun,,
cinaedus,7620,Noun,,
macula,3286,Noun,,
imprimo,3176,Verb,,
eluo,6116,Verb,,
morbosus,12372,Adjective,,
lecticulus,15606,Noun,,
eruditulus,15606,Adjective,,
adulter,3176,Noun,,
rivalis,6312,Noun,,
socius,1598,Adjective,,
puellula,8421,Noun,,
caelius,2676,Noun,,
quadrivium,13204,Noun,,
angiportum,9485,Noun,,
glubo,12372,Verb,,
magnanimus,4405,Adjective,,
pegaseus,8902,Adjective,,
volatus,5170,Noun,,
ladas,11106,Noun,,
pennipes,15606,Adjective,,
perseus,3679,Noun,,
rhesus,8017,Noun,,
niveus,1963,Adjective,,
citus,2863,Adjective,,
bigae,7452,Noun,,
plumipes,15606,Adjective,,
peredo,13204,Verb,,
bononiensis,14166,Adjective,,
rufa,14166,Noun,,
rufulus,15606,Noun,,
fello,8902,Verb,,
menenius,8902,Noun,,
sepulcretum,15606,Noun,,
devolvo,6414,Verb,,
semirasus,13204,Adjective,,
ustor,13204,Noun,,
leaena,6414,Noun,,
libystinus,15606,Adjective,,
scylla,4455,Noun,,
latro,2577,Verb,,
inguen,3558,Noun,,
procreo,4325,Verb,,
taeter,2387,Adjective,,
heliconius,11106,Adjective,,
cultor,3081,Noun,,
urania,11694,Noun,,
hymenaeus,2116,Noun,,
hymen,2182,Noun,,
tempus,3133,Noun,,
oleo,3625,Verb,,
amaracus,12372,Noun,,
flammeum,9184,Noun,,
luteus,6512,Adjective,,
soccus,7620,Noun,,
excio,3393,Verb,,
hilaris,2813,Adjective,,
nuptialis,5102,Adjective,,
concino,5758,Verb,,
carmen,321,Noun,,
tinnulus,12372,Adjective,,
humus,954,Noun,,
pineus,7129,Adjective,,
taeda,2626,Noun,,
iunia,9485,Noun,,
ales,3336,Noun,,
floridus,4918,Adjective,,
eniteo,7010,Verb,,
myrtus,4286,Noun,,
asius,11694,Adjective,,
ramulus,11694,Noun,,
hamadryas,11106,Noun,,
roscidus,5593,Adjective,,
umor,1742,Noun,,
age,2130,Interjection,,
thespius,15606,Adjective,,
aonius,5458,Adjective,,
specus,3590,Noun,,
nympha,1542,Noun,,
inrigo,6216,Verb,,
frigero,15606,Verb,,
aganippe,10193,Noun,,
hedera,3852,Noun,,
advenio,1042,Verb,,
cito,3203,Verb,,
coniugator,15606,Noun,,
amans,1429,Adjective,,
zonula,15606,Noun,,
capto,2206,Verb,,
maritus,948,Noun,,
iuvenis,593,Noun,,
queo,1466,Verb,,
praeses,4201,Noun,,
claustrum,2832,Noun,,
ianua,1598,Noun,,
splendidus,1881,Adjective,,
ingenuus,2387,Adjective,,
aurunculeia,15606,Noun,,
hortulus,6740,Noun,,
hyacinthinus,12372,Adjective,,
nupta,2537,Noun,,
adultera,7452,Noun,,
probrum,2640,Noun,,
secubo,9796,Verb,,
assero,4981,Verb,,
vitis,1774,Noun,,
complexus,3009,Noun,,
gaudium,631,Noun,,
vagus,1386,Adjective,,
io,2387,Interjection,,
procax,4918,Adjective,,
fescenninus,12372,Adjective,,
iocatio,15606,Noun,,
concubinus,6740,Noun,,
talasius,15606,Noun,,
sordeo,5531,Verb,,
vilica,10193,Noun,,
heri,2882,Adverb,,
cinerarius,14166,Noun,,
tondeo,2961,Verb,,
unguentatus,13204,Verb,,
glaber,14166,Noun,,
liceo,879,Verb,,
canus,1845,Adjective,,
anilitas,15606,Noun,,
adnuo,2813,Verb,,
omen,1712,Noun,,
rasilis,10611,Adjective,,
foris,1104,Noun,,
accubo,5675,Verb,,
tyrius,2287,Adjective,,
torum,1090,Noun,,
uro,1351,Verb,,
brachiolum,15606,Noun,,
praetextatus,5379,Adjective,,
senex,695,Adjective,,
thalamus,1570,Noun,,
floridulus,15606,Adjective,,
parthenice,15606,Noun,,
papaver,5946,Noun,,
remoror,5850,Verb,,
mico,2251,Verb,,
indidem,5850,Adverb,,
ingenero,11106,Verb,,
torquatus,3917,Noun,,
semihians,12372,Adjective,,
noscito,8216,Verb,,
pudicitia,2430,Noun,,
telemachus,9184,Noun,,
penelopeus,13204,Adjective,,
ostium,2463,Noun,,
valens,3917,Adjective,,
iuventa,2510,Noun,,
vesper,8017,Noun,,
olympus,2510,Noun,,
surgo,736,Verb,,
hymenaeus,5038,Noun,,
innuptus,5850,Adjective,,
oetaeus,7620,Adjective,,
noctifer,14166,Noun,,
perniciter,9796,Adverb,,
exsilio,3962,Verb,,
meditor,1861,Verb,,
memorabilis,4488,Adjective,,
iure,2771,Adverb,,
igitur,177,Conjunction,,
saltem,1786,Adverb,,
hesperus,5294,Noun,,
crudelis,1115,Adjective,,
nata,2361,Noun,,
avello,3501,Verb,,
despondeo,5102,Verb,,
conubium,3237,Noun,,
pango,3590,Verb,,
extollo,2430,Verb,,
felix,459,Adjective,,
fictus,2961,Adjective,,
questus,3889,Noun,,
saepio,3393,Verb,,
hortus,1405,Noun,,
convello,3477,Verb,,
educo,2882,Verb,,
defloresco,12372,Verb,,
intactus,2832,Adjective,,
polluo,2754,Verb,,
arvum,1179,Noun,,
deflecto,4757,Verb,,
iamiam,4814,Adverb,,
accolo,9184,Verb,,
iuvencus,2500,Noun,,
ulmus,4201,Noun,,
incultus,3477,Adjective,,
senesco,4242,Verb,,
invisus,1972,Adjective,,
virginitas,3590,Noun,,
veho,979,Verb,,
attis,5593,Noun,,
nemus,1047,Noun,,
redimio,4455,Verb,,
stimulo,4054,Verb,,
furo,1335,Verb,,
rabies,2500,Noun,,
devello,15606,Verb,,
maculo,4242,Verb,,
tympanum,3962,Noun,,
cybele,4325,Noun,,
tremebundus,8659,Adjective,,
galla,6414,Noun,,
dindymene,14166,Noun,,
secta,4054,Noun,,
rapidus,1649,Adjective,,
truculentus,6312,Adjective,,
pelagus,1712,Noun,,
eviro,14166,Verb,,
hilaro,9184,Verb,,
era,5458,Noun,,
cymbalum,6414,Noun,,
reboo,10193,Verb,,
tibicen,5231,Noun,,
phryx,6216,Noun,,
curvus,2287,Adjective,,
calamus,3393,Noun,,
maenas,6032,Noun,,
hederiger,15606,Adjective,,
suesco,3625,Verb,,
volito,2847,Verb,,
celero,7010,Verb,,
tripudium,11106,Noun,,
thiasus,8902,Noun,,
ululo,5294,Verb,,
remugio,8421,Verb,,
recrepo,15606,Verb,,
ida,3755,Noun,,
chorus,1817,Noun,,
furibundus,5946,Adjective,,
anhelo,5102,Verb,,
vado,2069,Verb,,
comito,4120,Verb,,
iuvencus,4325,Noun,,
properipes,15606,Adjective,,
lassulus,15606,Adjective,,
ceres,1771,Noun,,
piger,2104,Adjective,,
labo,3625,Verb,,
sopor,2898,Noun,,
operio,2144,Verb,,
rabidus,3679,Adjective,,
radio,3917,Verb,,
lustro,2262,Verb,,
aether,1429,Noun,,
vegetus,7827,Adjective,,
sonipes,5675,Noun,,
pasithea,14166,Noun,,
liquidus,1732,Adjective,,
patria,350,Noun,,
alloquor,2091,Verb,,
miseriter,15606,Adverb,,
creatrix,10611,Noun,,
genetrix,2813,Noun,,
erifuga,15606,Adjective,,
famulus,2328,Noun,,
gelidus,1608,Adjective,,
stabulum,2771,Noun,,
latibulum,7827,Noun,,
ubinam,9485,Adverb,,
reor,994,Verb,,
pupula,8902,Noun,,
genitor,1517,Noun,,
stadium,3590,Noun,,
gymnasium,5458,Noun,,
ephebus,6619,Noun,,
decus,915,Noun,,
oleum,2554,Noun,,
tepidus,2813,Adjective,,
corolla,6882,Noun,,
cubiculum,1374,Noun,,
ministra,5379,Noun,,
famula,4918,Noun,,
sterilis,2706,Adjective,,
algidus,8421,Adjective,,
amicio,4981,Verb,,
phrygia,4585,Noun,,
columen,6619,Noun,,
cerva,5675,Noun,,
silvicultrix,15606,Noun,,
aper,1957,Noun,,
nemorivagus,15606,Adjective,,
resolvo,2626,Verb,,
laevus,2206,Adjective,,
agedum,4918,Interjection,,
ferox,1197,Adjective,,
cauda,3035,Noun,,
verber,1786,Noun,,
mugio,4814,Verb,,
retono,15606,Verb,,
rutilus,7010,Adjective,,
torosus,14166,Adjective,,
cervix,1192,Noun,,
religo,4371,Verb,,
fremo,2298,Verb,,
umidus,3055,Adjective,,
albico,13204,Verb,,
marmor,2274,Noun,,
demens,2328,Adjective,,
peliacus,11694,Adjective,,
vertex,1179,Noun,,
pinus,2847,Noun,,
no,4120,Verb,,
phasis,6116,Noun,,
aeeteus,15606,Adjective,,
lectus,3237,Adjective,,
argus,2898,Adjective,,
auro,3035,Verb,,
colchus,4585,Adjective,,
verro,4286,Verb,,
abiegnus,11106,Adjective,,
flamen,4814,Noun,,
rudis,1712,Adjective,,
amphitrite,11106,Noun,,
simulac,3558,Conjunction,,
ventosus,4455,Adjective,,
proscindo,6619,Verb,,
remigium,5379,Noun,,
spuma,4585,Noun,,
incanesco,15606,Verb,,
emergo,3477,Verb,,
candeo,3917,Verb,,
gurges,2057,Noun,,
aequoreus,4286,Adjective,,
monstrum,1237,Noun,,
nereis,5946,Noun,,
marinus,3254,Adjective,,
tenus,4160,Preposition,,
thetis,4160,Noun,,
peleus,4242,Noun,,
iugo,8659,Verb,,
heros,2832,Noun,,
compello,4016,Verb,,
thessalia,4092,Noun,,
neptunius,7129,Adjective,,
tethys,5038,Noun,,
frequento,3393,Verb,,
oppleo,7010,Verb,,
laetor,1615,Verb,,
regia,1724,Noun,,
scyros,11694,Noun,,
phthioticus,15606,Adjective,,
tempe,7010,Noun,,
crannon,15606,Noun,,
larisaeus,10611,Adjective,,
pharsalia,12372,Noun,,
pharsalicus,8421,Adjective,,
mollesco,9796,Verb,,
rastrum,6512,Noun,,
vomer,4242,Noun,,
attenuo,7285,Verb,,
frondator,12372,Noun,,
squalidus,4981,Adjective,,
robigo,5675,Noun,,
quacumque,5379,Adverb,,
opulentus,3755,Adjective,,
fulgens,5294,Adjective,,
splendeo,3962,Verb,,
ebur,3203,Noun,,
solium,3009,Noun,,
conluceo,6512,Verb,,
regalis,2882,Adjective,,
gaza,5379,Noun,,
pulvinar,5850,Noun,,
genialis,5531,Adjective,,
loco,1442,Verb,,
polio,5170,Verb,,
tingo,1995,Verb,,
conchÿlium,7620,Noun,,
purpura,2568,Noun,,
priscus,1897,Adjective,,
vario,3166,Verb,,
fluentisonus,15606,Adjective,,
prospecto,4814,Verb,,
dia,9485,Noun,,
theseus,2537,Noun,,
ariadna,8017,Noun,,
necdum,3081,Adverb,,
utpote,4639,Adverb,,
promissum,2554,Noun,,
alga,6512,Noun,,
minois,7620,Adjective,,
saxeus,6216,Adjective,,
bacchor,5038,Verb,,
fluctuo,5038,Verb,,
flavus,2361,Adjective,,
mitra,6414,Noun,,
amictus,3009,Noun,,
strophium,11694,Noun,,
lactens,8017,Adjective,,
delabor,3035,Verb,,
fluito,4639,Verb,,
vicis,1222,Noun,,
luctus,1081,Noun,,
externo,10193,Verb,,
spinosus,11106,Adjective,,
erycina,12372,Noun,,
piraeus,11106,Noun,,
iniustus,2771,Adjective,,
gortynius,8421,Adjective,,
perhibeo,2961,Verb,,
pestis,1817,Noun,,
androgeoneus,15606,Adjective,,
exsolvo,3133,Verb,,
cecropia,11694,Noun,,
daps,2144,Noun,,
minotaurus,8017,Noun,,
athenae,2069,Noun,,
creta,3501,Noun,,
minos,5946,Noun,,
exspiro,4054,Verb,,
odor,1649,Noun,,
eurotas,7129,Noun,,
progigno,7452,Verb,,
distinctus,6116,Adjective,,
vernus,3590,Adjective,,
flagro,1852,Verb,,
declino,4488,Verb,,
funditus,3176,Adverb,,
exardesco,6882,Verb,,
heu,1344,Interjection,,
misere,7827,Adverb,,
immitis,4160,Adjective,,
frondosus,6619,Adjective,,
suspiro,4639,Verb,,
langueo,8902,Adjective,,
fulgor,2640,Noun,,
expallesco,8902,Verb,,
munusculum,5946,Noun,,
taurus,5946,Noun,,
quercus,3590,Noun,,
coniger,15606,Adjective,,
sudo,2927,Verb,,
turbo,2650,Noun,,
contorqueo,4918,Verb,,
radicitus,8902,Adverb,,
exturbo,5850,Verb,,
domo,1548,Verb,,
sospes,4016,Adjective,,
errabundus,8902,Adjective,,
filum,2590,Noun,,
labyrintheus,13204,Adjective,,
flexus,4585,Noun,,
frustror,4455,Verb,,
inobservabilis,15606,Adjective,,
digredior,3254,Verb,,
consanguinea,15606,Noun,,
deperditus,15606,Adjective,,
spumosus,8902,Adjective,,
devincio,3755,Verb,,
clarisonus,12372,Adjective,,
tegmen,3254,Noun,,
sura,7452,Noun,,
querela,1792,Noun,,
frigidulus,12372,Adjective,,
udus,3009,Adjective,,
singultus,6882,Noun,,
cieo,2085,Verb,,
sicine,7827,Adverb,,
ara,843,Noun,,
periurium,4160,Noun,,
miseresco,11106,Verb,,
discerpo,6740,Verb,,
praegestio,13204,Verb,,
apiscor,8216,Verb,,
letum,1649,Noun,,
germanus,5946,Noun,,
dilacero,7827,Verb,,
tumulo,9796,Verb,,
spumo,3133,Verb,,
exspuo,7452,Verb,,
syrtis,5231,Noun,,
charybdis,5531,Noun,,
attamen,6116,Adverb,,
serva,6414,Noun,,
ignarus,1227,Adjective,,
conqueror,4488,Verb,,
insulto,4488,Verb,,
utinam,1281,Adverb,,
gnosius,7010,Adjective,,
cecropius,6619,Adjective,,
dirus,1281,Adjective,,
idaeus,4054,Adjective,,
respergo,5946,Verb,,
incurvo,8216,Verb,,
languesco,5038,Verb,,
secedo,3108,Verb,,
multa,4757,Noun,,
caelestis,5850,Noun,,
comprecor,9485,Verb,,
vindex,3237,Noun,,
eumenides,7010,Noun,,
anguineus,11694,Adjective,,
praeporto,14166,Verb,,
advento,3755,Verb,,
amens,2650,Adjective,,
caecus,1129,Adjective,,
vanesco,6619,Verb,,
funesto,11106,Verb,,
profundo,3009,Verb,,
anxius,1649,Adjective,,
tellus,734,Noun,,
contremo,11106,Verb,,
caligo,2537,Noun,,
consero,5294,Verb,,
sustollo,9796,Verb,,
erectheus,9796,Noun,,
natus,702,Noun,,
concredo,8659,Verb,,
aegeus,7827,Noun,,
senecta,2898,Noun,,
fervidus,3055,Adjective,,
saturo,5231,Verb,,
expromo,5379,Verb,,
canities,4639,Noun,,
infundo,2590,Verb,,
foedo,3308,Verb,,
carbasus,5946,Noun,,
obscuro,5102,Verb,,
ferrugo,9184,Noun,,
incola,2387,Noun,,
itonus,15606,Noun,,
memor,1351,Adjective,,
conditus,8902,Adjective,,
oblittero,6882,Verb,,
funestus,2882,Adjective,,
intorqueo,4869,Verb,,
rudens,6740,Noun,,
agnosco,1148,Verb,,
redux,4016,Adjective,,
prosper,1520,Adjective,,
sisto,2104,Verb,,
ceu,2430,Conjunction,,
nubes,924,Noun,,
absumo,3590,Verb,,
scopulus,2361,Noun,,
multiplex,3793,Adjective,,
iaachus,8421,Noun,,
satyrus,8902,Noun,,
nÿsigena,15606,Adjective,,
silenus,7129,Noun,,
lymphatus,9485,Adjective,,
euhoe,8421,Interjection,,
cuspis,2927,Noun,,
thyrsus,5379,Noun,,
divello,4488,Verb,,
serpens,1750,Noun,,
incingo,7129,Verb,,
obscurus,1196,Adjective,,
celebro,994,Verb,,
orgia,7010,Noun,,
cista,8017,Noun,,
profanus,3477,Adjective,,
plango,3679,Verb,,
procerus,4405,Adjective,,
tinnitus,7129,Noun,,
raucisonus,13204,Adjective,,
efflo,5675,Verb,,
bombus,11694,Noun,,
strideo,3819,Verb,,
tibia,3009,Noun,,
cantus,1792,Noun,,
